depth,branching,size,growth_30m,burstiness,label,event,root_id
2,9,14,2,0.2081,0,charliehebdo,552790565642067968
1,2,3,3,-0.7714,0,charliehebdo,552790598823186432
5,8,15,4,0.0428,0,charliehebdo,552790695036321793
3,6,9,3,0.2143,0,charliehebdo,552791159232540673
4,9,23,15,0.5416,0,charliehebdo,552791203432103937
10,13,30,22,0.1928,0,charliehebdo,552791332935434242
3,4,8,1,0.1308,0,charliehebdo,552791414388424704
2,18,21,6,0.5106,0,charliehebdo,552791678881660928
5,16,26,12,0.4111,0,charliehebdo,552791719272775680
3,19,24,18,0.4064,0,charliehebdo,552791831390732289
1,3,4,1,-0.2306,0,charliehebdo,552792131447037952
1,1,2,2,0.0,0,charliehebdo,552792253601947648
0,0,1,1,0.0,0,charliehebdo,552792518870708224
4,13,21,21,0.0827,0,charliehebdo,552793409438904321
10,2,18,7,0.2799,0,charliehebdo,552793759210307584
3,18,22,20,0.5589,0,charliehebdo,552794286849536001
3,12,16,11,-0.1522,0,charliehebdo,552794514424102913
9,7,21,3,0.3103,0,charliehebdo,552794995942772736
2,3,5,4,0.0978,0,charliehebdo,552795056080691200
10,7,24,3,0.247,0,charliehebdo,552795778922864640
1,8,9,5,0.1861,0,charliehebdo,552795953301045248
1,3,4,4,0.0432,0,charliehebdo,552796269069209600
8,5,21,8,0.2842,0,charliehebdo,552796506642591744
9,15,35,2,0.621,0,charliehebdo,552796522904297472
7,20,36,15,0.476,0,charliehebdo,552796619104866304
4,15,20,4,0.3182,0,charliehebdo,552796625467621376
1,4,5,2,-0.1857,0,charliehebdo,552796895513681920
1,1,2,1,0.0,0,charliehebdo,552797058990870528
1,1,2,1,0.0,0,charliehebdo,552797114863198208
4,17,23,23,0.3314,0,charliehebdo,552797148975464448
22,5,301,5,0.8172,0,charliehebdo,552797154692300800
3,5,9,7,0.3576,0,charliehebdo,552797170295144449
10,10,29,15,0.5652,0,charliehebdo,552797729504886784
3,14,17,9,0.3946,0,charliehebdo,552797828977029120
3,5,8,3,0.1908,0,charliehebdo,552798010196107264
1,7,8,4,0.2139,0,charliehebdo,552798016646942721
1,1,2,1,0.0,0,charliehebdo,552798200990806016
8,3,19,19,-0.0167,0,charliehebdo,552798310889566209
12,5,29,15,0.0685,0,charliehebdo,552798640679702528
1,5,6,1,0.0394,0,charliehebdo,552798832359374849
7,8,20,20,0.1698,0,charliehebdo,552799100715167744
2,6,10,3,0.1928,0,charliehebdo,552799606833430528
3,7,11,1,0.2459,0,charliehebdo,552799669521481728
9,6,29,2,0.3457,0,charliehebdo,552800070199148544
1,11,12,3,0.2125,0,charliehebdo,552800222553079809
5,8,13,3,0.2119,0,charliehebdo,552800223496790018
4,18,29,21,0.5113,0,charliehebdo,552800290861510656
0,0,1,1,0.0,0,charliehebdo,552800929519792128
8,9,38,16,0.4487,0,charliehebdo,552801028262096896
2,7,13,5,0.2767,0,charliehebdo,552801115516186625
2,12,14,10,0.0939,0,charliehebdo,552801667855695873
5,10,35,23,0.6286,0,charliehebdo,552801724898226176
7,11,21,2,0.3044,0,charliehebdo,552801894092275712
19,11,65,24,0.7734,0,charliehebdo,552801979861598208
5,9,30,14,0.59,0,charliehebdo,552802011733716992
4,19,24,13,0.4504,0,charliehebdo,552802098602319873
18,9,95,8,0.6084,0,charliehebdo,552802099331735552
7,9,18,5,0.5951,0,charliehebdo,552802117908697088
2,15,18,7,0.4668,0,charliehebdo,552802515969138688
2,5,7,4,0.1386,0,charliehebdo,552802531672588288
2,10,12,2,0.1433,0,charliehebdo,552802714816905216
2,5,8,4,0.0493,0,charliehebdo,552803413583360001
2,9,11,6,0.4768,0,charliehebdo,552803431702749184
1,3,4,1,-0.3162,0,charliehebdo,552803757864787968
7,17,28,14,0.2741,0,charliehebdo,552803792618799106
4,5,11,4,0.1572,0,charliehebdo,552804175310901248
1,8,9,7,0.298,0,charliehebdo,552804198161854464
8,13,47,19,0.6867,0,charliehebdo,552804301316579330
2,18,21,20,0.5205,0,charliehebdo,552804328319504384
8,5,26,23,0.638,0,charliehebdo,552804454773567488
7,10,22,17,0.4253,0,charliehebdo,552804491821854720
2,5,7,2,-0.1862,0,charliehebdo,552804592988479488
3,9,12,8,0.4508,0,charliehebdo,552804769241526272
5,4,14,6,0.1797,0,charliehebdo,552804784819154944
13,5,33,4,0.3936,0,charliehebdo,552804810463117312
4,12,23,17,0.5909,0,charliehebdo,552804962158514176
9,18,52,7,0.6879,0,charliehebdo,552805050620604418
8,10,23,9,0.4781,0,charliehebdo,552805069956329472
7,6,25,16,0.586,0,charliehebdo,552805169206157312
9,4,28,24,0.214,0,charliehebdo,552805175874686977
1,2,3,3,-0.3419,0,charliehebdo,552805209424941058
6,16,37,8,0.5084,0,charliehebdo,552805450350362625
2,18,20,14,0.3274,0,charliehebdo,552805638024077312
5,15,22,13,-0.0135,0,charliehebdo,552805799106732032
7,16,28,9,0.4861,0,charliehebdo,552805830677258240
1,6,7,5,0.3164,0,charliehebdo,552805853762699264
2,14,16,8,0.5095,0,charliehebdo,552805956619628544
1,15,16,7,0.1287,0,charliehebdo,552805970536333314
5,10,21,16,0.2092,0,charliehebdo,552806056154644480
9,14,42,18,0.0072,0,charliehebdo,552806077755326464
2,4,6,4,0.0309,0,charliehebdo,552806462125506560
19,13,346,78,0.8672,0,charliehebdo,552806610490646528
1,12,13,4,0.1366,0,charliehebdo,552806624046641153
1,9,10,4,0.0429,0,charliehebdo,552806890498191361
6,7,24,6,0.3016,0,charliehebdo,552806932176977920
1,10,11,9,0.4954,0,charliehebdo,552807013764575232
3,14,17,10,0.4959,0,charliehebdo,552807054268956673
1,3,4,1,-0.2446,0,charliehebdo,552807071054184448
3,16,20,9,0.072,0,charliehebdo,552807101442322432
1,8,9,3,0.215,0,charliehebdo,552807191775043585
1,9,10,5,0.296,0,charliehebdo,552807236339507200
3,15,20,10,0.3616,0,charliehebdo,552807328287064065
3,3,7,2,-0.0205,0,charliehebdo,552807536894947329
1,4,5,1,-0.1158,0,charliehebdo,552807582113730560
6,16,32,24,0.5832,0,charliehebdo,552807598966059008
2,8,10,2,0.0885,0,charliehebdo,552807658869493760
1,6,7,5,0.1491,0,charliehebdo,552807783385800705
2,11,13,11,0.1491,0,charliehebdo,552807832257835008
11,5,36,9,0.3961,0,charliehebdo,552807874192482305
11,6,66,31,0.5688,0,charliehebdo,552807904597008385
3,20,23,5,0.5025,0,charliehebdo,552808135006887937
2,5,8,2,0.0852,0,charliehebdo,552808138127446016
1,19,20,15,0.5811,0,charliehebdo,552808242276229120
4,3,9,5,0.2934,0,charliehebdo,552808461940301825
9,7,44,2,0.3918,0,charliehebdo,552808487924011008
12,9,22,10,0.244,0,charliehebdo,552808658510561280
0,0,1,1,0.0,0,charliehebdo,552808669646036992
2,7,10,7,0.2804,0,charliehebdo,552808701065953280
1,4,5,4,0.2346,0,charliehebdo,552808776492130304
5,4,10,3,-0.1442,0,charliehebdo,552808785329549313
3,6,10,2,0.3026,0,charliehebdo,552809042687819776
1,9,10,5,0.076,0,charliehebdo,552809336360419329
3,11,14,9,0.3585,0,charliehebdo,552809902956367872
12,9,56,3,0.4824,0,charliehebdo,552810032765497345
7,8,27,7,0.643,0,charliehebdo,552810124776308736
2,16,18,3,0.5465,0,charliehebdo,552810166744547328
1,2,3,3,-0.1809,0,charliehebdo,552810249263259649
3,6,9,7,-0.0544,0,charliehebdo,552810276635291649
1,13,14,11,0.2197,0,charliehebdo,552810287695659009
1,1,2,1,0.0,0,charliehebdo,552810359409897472
5,11,27,13,0.5815,0,charliehebdo,552810477940932609
4,16,23,17,0.3278,0,charliehebdo,552810625873633280
1,2,3,3,-0.1787,0,charliehebdo,552810805243412481
2,18,20,20,-0.001,0,charliehebdo,552810855503757313
5,15,20,3,0.2364,0,charliehebdo,552810884029222912
5,8,13,2,0.2331,0,charliehebdo,552811128326475776
10,8,25,5,0.5342,0,charliehebdo,552811254667288576
12,13,50,15,0.4615,0,charliehebdo,552811319079227393
3,13,21,17,0.1025,0,charliehebdo,552811354323963904
4,18,23,18,0.4526,0,charliehebdo,552811408094945280
3,8,15,6,0.348,0,charliehebdo,552811438994378754
2,18,20,12,0.5909,0,charliehebdo,552811533303296001
10,15,48,12,0.5938,0,charliehebdo,552811606640721921
10,5,31,12,0.6064,0,charliehebdo,552811735183552512
2,9,11,7,0.2847,0,charliehebdo,552811772038881280
12,8,32,5,0.4205,0,charliehebdo,552812020295532544
3,7,14,9,0.3599,0,charliehebdo,552812040926941185
1,13,14,6,0.1357,0,charliehebdo,552812098057936896
8,10,46,37,0.5991,0,charliehebdo,552812140479148032
2,4,6,6,-0.2255,0,charliehebdo,552812188315172864
0,0,1,1,0.0,0,charliehebdo,552812399997489152
1,5,6,2,0.2556,0,charliehebdo,552812416485294080
19,15,61,14,0.4151,0,charliehebdo,552812475134275584
3,14,22,21,-0.108,0,charliehebdo,552812572731527168
2,6,8,2,-0.0162,0,charliehebdo,552812623658762240
6,9,26,13,0.4559,0,charliehebdo,552812775907422209
17,11,43,26,0.1186,0,charliehebdo,552812811651272705
4,3,7,1,0.1387,0,charliehebdo,552812847651377153
5,11,20,18,0.6102,0,charliehebdo,552812951208722432
18,8,96,45,0.7644,0,charliehebdo,552812984343330816
1,10,11,6,0.4212,0,charliehebdo,552813011803836416
3,12,16,7,0.5343,0,charliehebdo,552813155572006912
2,7,9,7,0.3774,0,charliehebdo,552813160110252032
1,8,9,4,0.17,0,charliehebdo,552813223360352256
8,13,24,3,0.2627,0,charliehebdo,552813420136128513
5,17,24,6,0.5577,0,charliehebdo,552813590919778304
1,14,15,4,0.2377,0,charliehebdo,552813988644659200
2,5,7,4,0.3331,0,charliehebdo,552814076167213056
4,7,11,7,0.4184,0,charliehebdo,552814130827370498
1,4,5,2,-0.236,0,charliehebdo,552814137857036289
3,16,19,13,0.235,0,charliehebdo,552814213081866240
1,8,9,3,0.2973,0,charliehebdo,552814216550563840
7,15,27,19,0.6551,0,charliehebdo,552814280471367680
1,7,8,4,0.3247,0,charliehebdo,552814317096407040
6,8,19,4,0.5831,0,charliehebdo,552814382338826240
1,5,6,1,-0.0374,0,charliehebdo,552814410763603968
3,10,17,11,0.2871,0,charliehebdo,552814460193476609
15,9,54,5,0.7013,0,charliehebdo,552814566594576386
0,0,1,1,0.0,0,charliehebdo,552814627399012352
1,2,3,2,-0.0122,0,charliehebdo,552814766369284097
11,9,42,16,0.4084,0,charliehebdo,552814770542628865
1,10,11,7,0.2381,0,charliehebdo,552814845016694786
2,8,10,1,0.0444,0,charliehebdo,552814916567322624
1,3,4,3,0.1188,0,charliehebdo,552814974511628289
2,4,6,4,0.2032,0,charliehebdo,552814978823385088
1,7,8,7,0.0496,0,charliehebdo,552814983797821440
2,12,15,13,0.5184,0,charliehebdo,552815017402589184
1,2,3,3,-0.7375,0,charliehebdo,552815091331366912
11,9,65,39,0.7127,0,charliehebdo,552815122897727488
4,20,35,9,0.4459,0,charliehebdo,552815293349650433
6,14,22,14,0.579,0,charliehebdo,552815332931665921
3,14,20,16,-0.0198,0,charliehebdo,552815387759616000
8,11,27,7,0.5687,0,charliehebdo,552815443959091200
6,4,12,8,0.2611,0,charliehebdo,552815575672836096
5,19,29,16,0.3244,0,charliehebdo,552815682241691648
15,10,81,21,0.5976,0,charliehebdo,552815712327454720
1,2,3,2,-0.1281,0,charliehebdo,552815712432316417
2,6,8,6,0.0316,0,charliehebdo,552815993165467649
4,11,17,8,0.1784,0,charliehebdo,552816010752167936
4,16,30,4,0.5283,0,charliehebdo,552816062593761280
1,7,8,6,0.2067,0,charliehebdo,552816233796894720
3,14,17,10,0.4798,0,charliehebdo,552816288612225024
0,0,1,1,0.0,0,charliehebdo,552816288935202817
7,11,20,18,0.2582,0,charliehebdo,552816497740251136
2,13,15,9,0.4145,0,charliehebdo,552816539175763969
7,11,24,17,0.074,0,charliehebdo,552816561514635264
2,15,17,10,0.3519,0,charliehebdo,552816590463315968
2,18,20,7,0.2341,0,charliehebdo,552816686752358401
8,12,28,5,0.3517,0,charliehebdo,552816689386373121
6,3,10,1,0.1983,0,charliehebdo,552816883012239360
4,8,18,7,0.4269,0,charliehebdo,552816933851394048
4,5,10,4,0.3557,0,charliehebdo,552817061203050496
2,8,10,6,0.4359,0,charliehebdo,552817146166652928
1,9,10,9,0.4258,0,charliehebdo,552817151112142848
7,7,30,18,0.1672,0,charliehebdo,552817205982019584
19,15,89,28,0.4986,0,charliehebdo,552817293969739778
1,19,20,14,0.4183,0,charliehebdo,552817367995002880
2,9,11,5,0.3366,0,charliehebdo,552817391181103104
2,7,9,6,0.4452,0,charliehebdo,552817490263572480
4,13,26,11,0.5095,0,charliehebdo,552817675408523264
8,10,35,16,0.4643,0,charliehebdo,552817711617552385
1,1,2,2,0.0,0,charliehebdo,552817759684665345
2,4,6,1,0.0508,0,charliehebdo,552817769604198400
2,12,16,7,0.513,0,charliehebdo,552817783910961152
5,13,22,7,0.5082,0,charliehebdo,552817785949396992
6,10,16,2,0.4206,0,charliehebdo,552817918220984320
1,14,15,11,0.4988,0,charliehebdo,552818300041052160
0,0,1,1,0.0,0,charliehebdo,552818301530025984
0,0,1,1,0.0,0,charliehebdo,552818309050421250
7,9,32,14,0.489,0,charliehebdo,552818334643658752
1,3,4,3,0.0827,0,charliehebdo,552818368487911425
8,14,43,7,0.5662,0,charliehebdo,552818685526933505
2,19,21,20,0.6228,0,charliehebdo,552818799095730176
3,6,9,8,0.435,0,charliehebdo,552818868604129280
6,14,24,8,0.3887,0,charliehebdo,552818870281850881
5,12,29,2,0.4544,0,charliehebdo,552818922798727168
2,12,14,13,0.5293,0,charliehebdo,552818988468944897
4,12,25,16,0.5177,0,charliehebdo,552819064301961216
19,5,53,4,0.3667,0,charliehebdo,552819155859431424
3,5,11,8,0.0994,0,charliehebdo,552819208212717568
6,12,27,21,0.5896,0,charliehebdo,552819316702199811
8,12,25,13,0.636,0,charliehebdo,552819350504493057
0,0,1,1,0.0,0,charliehebdo,552819474320359425
3,4,8,1,0.3646,0,charliehebdo,552819569103220736
18,10,73,4,0.7373,0,charliehebdo,552819649599897601
1,3,4,2,0.0843,0,charliehebdo,552819824007872512
14,11,83,6,0.7767,0,charliehebdo,552819936343883776
2,2,5,3,-0.0524,0,charliehebdo,552819983915700224
4,7,13,2,0.2723,0,charliehebdo,552819986834923520
0,0,1,1,0.0,0,charliehebdo,552820025409941506
0,0,1,1,0.0,0,charliehebdo,552820150345297921
3,4,7,6,0.2417,0,charliehebdo,552820156980670464
1,1,2,2,0.0,0,charliehebdo,552820265994829824
3,13,18,14,0.1867,0,charliehebdo,552820331204055041
3,4,7,7,0.1276,0,charliehebdo,552820384039706624
3,5,9,1,0.1333,0,charliehebdo,552820533507944448
2,15,17,7,0.4462,0,charliehebdo,552820575752974336
3,2,5,1,0.1597,0,charliehebdo,552820735513612288
19,7,96,14,0.4061,0,charliehebdo,552820842544246784
4,17,25,23,0.641,0,charliehebdo,552820930419109888
8,24,56,9,0.5933,0,charliehebdo,552821030117711872
3,16,21,12,0.5508,0,charliehebdo,552821050145513472
1,6,7,2,-0.0666,0,charliehebdo,552821223676444672
1,9,10,4,0.4608,0,charliehebdo,552821282447040513
17,9,46,8,0.6986,0,charliehebdo,552821437678223361
2,15,17,4,0.436,0,charliehebdo,552821570423771136
5,13,21,8,0.2561,0,charliehebdo,552821573946982401
4,13,18,7,-0.0738,0,charliehebdo,552821659103940608
9,12,31,14,0.6537,0,charliehebdo,552821730100924417
9,7,53,26,0.5476,0,charliehebdo,552821810224304128
3,19,25,22,0.2994,0,charliehebdo,552821810572439553
1,19,20,16,0.0979,0,charliehebdo,552821862850637825
15,16,129,11,0.6511,0,charliehebdo,552821977061556225
1,6,7,6,-0.1834,0,charliehebdo,552821991850668032
1,19,20,15,0.2207,0,charliehebdo,552822043490938881
2,11,13,4,0.0376,0,charliehebdo,552822076676255744
2,15,19,14,0.474,0,charliehebdo,552822314157768704
18,10,98,8,0.6667,0,charliehebdo,552822330141851649
1,9,10,4,0.366,0,charliehebdo,552822450824962048
1,3,4,4,-0.4492,0,charliehebdo,552822465047437314
7,10,20,13,0.294,0,charliehebdo,552822544341139458
13,6,22,3,0.5622,0,charliehebdo,552822566726164481
4,17,26,9,0.323,0,charliehebdo,552822604206460928
1,16,17,11,0.5307,0,charliehebdo,552822718115373057
3,8,13,5,0.216,0,charliehebdo,552822739388882944
3,16,25,19,0.6238,0,charliehebdo,552822783311630336
1,8,9,1,0.0079,0,charliehebdo,552822812281692160
2,2,4,2,-0.0049,0,charliehebdo,552822841541144577
5,10,20,1,0.1349,0,charliehebdo,552822873773993984
6,13,38,7,0.373,0,charliehebdo,552822887988883457
1,19,20,20,0.1301,0,charliehebdo,552822944603582464
11,18,32,14,0.515,0,charliehebdo,552823014866563072
1,1,2,1,0.0,0,charliehebdo,552823029680852992
19,11,60,20,0.2618,0,charliehebdo,552823108537954306
1,9,10,6,0.216,0,charliehebdo,552823186966855680
2,11,13,8,0.5165,0,charliehebdo,552823198484819969
2,16,18,6,0.5464,0,charliehebdo,552823301899575296
4,11,18,13,0.293,0,charliehebdo,552823427862908928
0,0,1,1,0.0,0,charliehebdo,552823691500072960
3,5,10,1,0.3322,0,charliehebdo,552823829333291010
19,5,53,29,0.5251,0,charliehebdo,552823933381394432
2,13,15,9,0.5245,0,charliehebdo,552823940440403968
1,3,4,2,0.0763,0,charliehebdo,552823949311369216
0,0,1,1,0.0,0,charliehebdo,552823984358977536
1,2,3,1,-0.4192,0,charliehebdo,552824126659104771
2,12,15,10,0.4387,0,charliehebdo,552824162969210880
8,10,22,10,0.3251,0,charliehebdo,552824163841638400
4,19,23,18,0.5226,0,charliehebdo,552824320389435392
1,15,16,11,0.1043,0,charliehebdo,552824383816073216
5,11,18,4,0.5723,0,charliehebdo,552824456557887488
1,19,20,4,0.5377,0,charliehebdo,552824462958395392
1,2,3,2,-0.2212,0,charliehebdo,552824705703763969
3,15,32,7,0.1889,0,charliehebdo,552824742097719296
2,4,6,4,0.1147,0,charliehebdo,552824769754976257
2,4,7,7,0.0708,0,charliehebdo,552824885484224513
11,12,34,26,0.4916,0,charliehebdo,552825083941879808
2,13,15,13,0.3388,0,charliehebdo,552825211654246401
9,13,46,23,0.6285,0,charliehebdo,552825236715208707
1,5,6,4,0.271,0,charliehebdo,552825257707335680
14,14,34,6,0.3174,0,charliehebdo,552825303341740032
3,7,19,2,0.5586,0,charliehebdo,552825402872590336
8,5,35,15,0.6974,0,charliehebdo,552825459546030080
1,1,2,1,0.0,0,charliehebdo,552825473160736768
1,19,20,16,0.2348,0,charliehebdo,552825512708808704
6,11,28,18,0.5001,0,charliehebdo,552825664307744769
1,4,5,1,0.1607,0,charliehebdo,552825739075022848
5,4,16,2,0.4486,0,charliehebdo,552825783337897984
3,17,29,7,0.6639,0,charliehebdo,552825844755083265
2,5,7,2,0.179,0,charliehebdo,552826060455550976
2,7,9,2,0.173,0,charliehebdo,552826150141960192
1,7,8,5,0.0469,0,charliehebdo,552826238407294977
4,13,23,3,0.1187,0,charliehebdo,552826270866616320
4,15,23,10,0.541,0,charliehebdo,552826443965927425
0,0,1,1,0.0,0,charliehebdo,552826524467216385
4,16,27,20,0.4319,0,charliehebdo,552826580741795840
2,13,18,3,0.2091,0,charliehebdo,552826581916594178
2,1,3,1,-0.0225,0,charliehebdo,552826724774592512
2,8,10,4,0.391,0,charliehebdo,552826876398292992
3,9,12,4,0.3728,0,charliehebdo,552826992509599744
1,12,13,7,0.3465,0,charliehebdo,552827008800280576
1,1,2,2,0.0,0,charliehebdo,552827029692104706
3,16,22,22,0.053,0,charliehebdo,552827117663436801
5,19,29,17,0.576,0,charliehebdo,552827123963281408
3,19,22,21,0.3752,0,charliehebdo,552827133500719104
3,16,21,10,0.4291,0,charliehebdo,552827164677373952
4,16,23,15,0.2493,0,charliehebdo,552827349667176448
2,14,17,8,0.5548,0,charliehebdo,552827553493565441
2,9,12,7,0.4955,0,charliehebdo,552827606715076608
0,0,1,1,0.0,0,charliehebdo,552827757164371968
5,12,17,1,0.3262,0,charliehebdo,552827819521085441
4,4,8,3,-0.2213,0,charliehebdo,552827825603219456
1,11,12,9,0.2978,0,charliehebdo,552827848734830592
4,3,9,6,0.2438,0,charliehebdo,552827966950866945
1,6,7,3,0.2719,0,charliehebdo,552827979093385216
2,10,13,3,0.4677,0,charliehebdo,552827981069291520
2,10,12,8,0.001,0,charliehebdo,552828280806850561
1,3,4,3,-0.0578,0,charliehebdo,552828308744699904
1,5,6,5,0.2779,0,charliehebdo,552828400843620353
2,17,19,5,0.3985,0,charliehebdo,552828504060874752
5,14,30,6,0.4135,0,charliehebdo,552828573896413185
8,9,43,10,0.5841,0,charliehebdo,552828811344359425
11,4,28,6,0.1032,0,charliehebdo,552828872379875328
3,17,21,8,0.6094,0,charliehebdo,552829011983089664
2,15,19,5,0.4864,0,charliehebdo,552829031075553281
2,17,20,20,-0.0646,0,charliehebdo,552829046485434368
2,8,11,4,0.0369,0,charliehebdo,552829082388660224
14,7,91,58,0.7138,0,charliehebdo,552829096816693248
3,15,22,13,0.4534,0,charliehebdo,552829129356496896
12,16,37,6,0.1468,0,charliehebdo,552829176018112513
12,5,24,6,0.5341,0,charliehebdo,552829217134505985
1,8,9,6,0.0738,0,charliehebdo,552829306439598080
2,17,22,2,0.2884,0,charliehebdo,552829395690201088
8,13,42,1,0.2067,0,charliehebdo,552829396265230336
2,17,20,11,0.4147,0,charliehebdo,552829481962835969
4,17,23,20,0.5761,0,charliehebdo,552829571750715392
1,3,4,2,0.0532,0,charliehebdo,552829622128500736
10,19,36,10,0.3778,0,charliehebdo,552829637215408128
19,5,76,5,0.6371,0,charliehebdo,552829734502297600
1,6,7,4,-0.0861,0,charliehebdo,552829904396775425
6,15,24,12,0.587,0,charliehebdo,552829971631472640
4,16,20,8,0.3222,0,charliehebdo,552830151650967552
4,11,15,12,0.3446,0,charliehebdo,552830433688571904
3,2,5,4,0.1845,0,charliehebdo,552830459273809920
2,13,15,6,0.3787,0,charliehebdo,552830521340723200
2,8,10,3,0.3179,0,charliehebdo,552830599002857472
2,7,10,4,0.2701,0,charliehebdo,552830668607348736
1,4,5,5,0.0875,0,charliehebdo,552830674357334016
5,12,42,3,0.6873,0,charliehebdo,552830781656428544
1,14,15,11,0.469,0,charliehebdo,552830850279424001
5,10,16,5,0.4862,0,charliehebdo,552830862585503746
1,8,9,1,0.3957,0,charliehebdo,552830966411321344
1,3,4,4,-0.1907,0,charliehebdo,552831101312303104
14,9,47,1,0.5595,0,charliehebdo,552831107985858560
3,10,14,9,0.4751,0,charliehebdo,552831197420994560
1,6,7,5,0.2623,0,charliehebdo,552831230735962113
4,9,15,10,0.2362,0,charliehebdo,552831266945794048
1,1,2,2,0.0,0,charliehebdo,552831420197261314
7,8,29,26,0.5322,0,charliehebdo,552831460236099586
1,2,3,1,-0.0358,0,charliehebdo,552831506041683970
19,8,52,7,0.0717,0,charliehebdo,552831515940634624
4,11,15,1,0.2575,0,charliehebdo,552831524002103297
1,3,4,4,-0.067,0,charliehebdo,552831624283693056
1,6,7,3,0.1213,0,charliehebdo,552831705351225344
1,11,12,1,0.4971,0,charliehebdo,552831761957523456
11,5,30,22,0.5441,0,charliehebdo,552831842232324097
1,9,10,2,0.3316,0,charliehebdo,552831974784905216
2,3,5,2,-0.1452,0,charliehebdo,552831978522021890
2,7,9,3,0.0827,0,charliehebdo,552832019940376576
4,12,21,17,-0.2611,0,charliehebdo,552832142397296641
5,16,29,8,0.3311,0,charliehebdo,552832169496694786
4,16,26,9,0.4822,0,charliehebdo,552832177138696192
3,4,10,8,0.3039,0,charliehebdo,552832232197746688
